Country Code,Indicator Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
EMU,"Enrolment in tertiary education, all programmes, both sexes (number)",4190175.75,4196501.0,4429356.0,4716754.5,4910955.5,5188782.0,5534802.0,5734420.0,5958408.5,5985453.0,6165624.5,6299892.0,6475239.0,6604979.0,6798314.5,7039337.5,7197065.0,7280938.5,7478678.0,7764194.5,8018377.5,8374618.0,8712275.0,9186363.0,9706769.0,9837482.0,10001420.0,10253560.0,10378444.0,10459003.0,10655828.0,10924430.0,11123054.0,11478988.0,11798734.0,12023159.0,12157298.0,12200163.0,12297050.0,12437282.0,12690334.0,12915013.0,12916244.0,12884160.0,13041961.0,,
EMU,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0728005517324699,0.16973970365338098,0.326614548171711,0.4696413006850229,0.848076676487896,1.70297472423692,2.8829474496822596,5.109878060041651,8.01717122658864,15.2404512234562,22.524339350029898,27.351403053830104,35.1914655201503,42.0964231941086,47.484585952429,51.260509137886,54.936500794265,61.383049668314705,64.8436095190836,67.1298299480528,71.0367223917875,72.0011635086995,74.0921361934431,75.8215600952257,77.0023222916101,78.6663456723052,80.44672593081991
ECS,"Enrolment in secondary education, both sexes (number)",75103024.0,75992608.0,77399336.0,78980016.0,80360736.0,81036688.0,81540576.0,81960072.0,81903368.0,81644000.0,81295216.0,80850408.0,80635808.0,80534312.0,80521248.0,80923328.0,81908184.0,82199656.0,82166552.0,82002928.0,81650272.0,81560856.0,81528816.0,83033840.0,84044656.0,84652384.0,84293888.0,84485896.0,83862112.0,84902968.0,85580832.0,86736048.0,86941888.0,86484976.0,83494416.0,82032024.0,80432096.0,78970232.0,77410000.0,76399360.0,76057120.0,74917816.0,73753392.0,78725584.0,78143392.0,,
ECS,"Enrolment in tertiary education, all programmes, both sexes (number)",14467852.0,14753502.0,15211768.0,15721784.0,16151983.0,16751116.0,17399646.0,17883148.0,18289324.0,18388416.0,18570974.0,18689018.0,18868316.0,19090288.0,19302340.0,19576698.0,19667118.0,19734338.0,19912710.0,20271068.0,20795626.0,21344654.0,21753498.0,22290416.0,23160584.0,23619424.0,24372168.0,25364026.0,25947864.0,27139502.0,28481986.0,30305528.0,32152828.0,34013540.0,34920392.0,36152180.0,37193784.0,37857796.0,38290256.0,38756064.0,39231380.0,39164832.0,38685980.0,38299848.0,37693412.0,,
ECS,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0481163868746305,,0.26259039033284803,0.31777316148076,0.5648669499876071,1.02401254155792,1.8429124462075799,3.3603483535122103,5.43592191216688,9.24401995765593,13.1841466737921,16.405569321507002,23.057519317659196,28.3633742254841,32.3590858652093,35.2269322280585,38.0834867000107,43.6743815037404,47.35904473065129,50.5660384154691,56.1191173283575,58.834630390890005,63.486253443122905,66.306668615053,68.9443512173395,71.16200266705029,73.9147507289322
ECA,"Enrolment in secondary education, both sexes (number)",37597116.0,38088012.0,38597100.0,38890800.0,38899232.0,38795148.0,38463004.0,38008228.0,37452084.0,36756404.0,36223932.0,35704452.0,35649344.0,35846836.0,36311244.0,37062544.0,37971788.0,38607968.0,39158700.0,39467632.0,39570164.0,39517856.0,39212200.0,38989664.0,38929404.0,39674732.0,39939136.0,40453576.0,40853240.0,41785336.0,42323176.0,43239880.0,43273840.0,42880240.0,41152348.0,39446812.0,38544780.0,37608244.0,36287684.0,35638060.0,35271832.0,34957624.0,34299404.0,36687988.0,36413404.0,,
ECA,"Enrolment in tertiary education, all programmes, both sexes (number)",8740948.0,9010161.0,9201921.0,9373413.0,9515601.0,9716468.0,9882257.0,10075545.0,10205711.0,10248854.0,10242553.0,10241178.0,10245425.0,10252185.0,10265320.0,10306891.0,10217724.0,10147189.0,10083447.0,10071020.0,10223163.0,10253491.0,10157015.0,9932478.0,9917740.0,9919545.0,10286783.0,10733463.0,11076296.0,11720239.0,12674493.0,13934621.0,15179277.0,16443369.0,16897408.0,17736308.0,18561374.0,19128692.0,19463992.0,19679412.0,19756732.0,19473514.0,19043116.0,18906682.0,18188350.0,,
ECA,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0,,,0.0105241102123661,0.0407925974884634,0.0942542514088437,0.19686860160620898,0.378006266692866,0.7075762435918221,1.1420240518140299,2.02351500980652,2.97725410402823,5.15537298470128,7.48384545516359,10.9761769765591,12.711557317523699,15.270499280988199,20.621899794496898,24.1292484232203,27.7395545087855,35.884480701960605,40.7872027807421,48.7039417205927,52.870309015374204,56.9014198917902,60.2640560125954,63.672749849472396
EUU,"Enrolment in secondary education, both sexes (number)",39596144.0,39996280.0,40848808.0,42140756.0,43474796.0,44206684.0,44947976.0,45823204.0,46310956.0,46751320.0,47023088.0,47227520.0,47217720.0,47082432.0,46763576.0,46551824.0,46784052.0,46546084.0,46048216.0,45640204.0,45198064.0,44834500.0,44854636.0,46375228.0,47254368.0,47065464.0,46406756.0,46057268.0,45006404.0,45108400.0,45255540.0,45512768.0,45686356.0,45582608.0,44236960.0,44379728.0,43560760.0,42931352.0,42619828.0,42143960.0,42089720.0,41205616.0,40618176.0,43150712.0,42786516.0,,
EUU,"Enrolment in tertiary education, all programmes, both sexes (number)",5869057.5,5892187.5,6157215.5,6493292.5,6775255.5,7185047.0,7676290.5,7963306.0,8257518.0,8288819.5,8463708.0,8572055.0,8734750.0,8929493.0,9116464.0,9334860.0,9512575.0,9642879.0,9887753.0,10264082.0,10627113.0,11187490.0,11694774.0,12472067.0,13368487.0,13851977.0,14338849.0,14907339.0,15152784.0,15748454.0,16167083.0,16791724.0,17411080.0,18040184.0,18518770.0,18971450.0,19282392.0,19477520.0,19700860.0,19985686.0,20276534.0,20349246.0,20116176.0,19751420.0,19804594.0,,
EUU,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0693340966755781,0.171911193478185,0.310450774077122,0.43374903842385404,0.82709599193773,1.58162903941338,2.80552365961226,5.12049988477373,8.42163842017689,14.5826976687145,20.556694316856802,25.2995268490593,35.139519795329,41.8228491455019,46.831964660198295,50.972085895083104,54.546314424476996,60.295278012983395,64.1891368926677,67.2146426996618,70.6308959645273,71.5580662923989,73.6993645800207,75.4976231672564,,,
HPC,"Enrolment in secondary education, both sexes (number)",3355749.0,3461191.0,3664385.75,3851879.5,4009846.75,4324973.0,4632048.5,4978796.0,5340520.0,5748722.0,6216293.0,6700853.5,6908297.5,7269799.5,7635177.0,7825049.5,8015011.5,8253728.5,8681909.0,8788051.0,9024613.0,9405449.0,9592203.0,9869657.0,10417161.0,11036351.0,11470227.0,11965333.0,12619034.0,13448749.0,14344352.0,15483090.0,16650501.0,17799854.0,19312408.0,20891564.0,22804636.0,24819860.0,27264720.0,29579012.0,31989146.0,33907316.0,35730184.0,37292204.0,38850524.0,,
HPC,"Enrolment in tertiary education, all programmes, both sexes (number)",300883.125,303641.0625,318184.3125,333836.6875,360956.84375,387659.28125,413112.96875,437503.4375,479040.21875,507465.65625,538662.6875,559915.875,582712.1875,603847.4375,622376.375,648050.25,679030.5625,694324.0625,730424.875,761144.1875,796652.6875,837919.5625,879200.0,930673.8125,975717.0,1021823.875,1079380.5,1157288.75,1224718.875,1308511.625,1486054.125,1671108.125,1846327.25,2019329.25,2228999.0,2440185.75,2681653.5,2902472.5,3251272.0,3662948.75,4127698.25,4386884.0,4744576.5,5057360.5,5322084.5,,
HPC,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.00872764468080228,0.0238956294754446,0.0437385608127083,0.10645985420902,0.173378289281725,0.25762253499391197,0.395052416286156,0.6044119629164001,0.9145670472368871,1.2134473852023,1.55789561392973,2.4266206499026404,2.52728328628858,3.1533333349317796,4.929978865243281,5.40863310644457,6.684817620520871,8.144383999315469,10.459854318434699,13.142045073682599,15.667875847299
HIC,"Enrolment in secondary education, both sexes (number)",74649000.0,75452120.0,77345280.0,79354464.0,81326632.0,82605176.0,83953440.0,85278976.0,86015808.0,85018296.0,88294424.0,88286296.0,88732792.0,88667400.0,88857048.0,88559296.0,89240584.0,89175840.0,88292816.0,87440776.0,86421560.0,86510480.0,87022608.0,89019920.0,90958912.0,91075512.0,90986872.0,90514160.0,90147064.0,90248256.0,90478688.0,90969096.0,91295624.0,92014368.0,91064480.0,91676272.0,90885144.0,90685112.0,90496552.0,90055184.0,89714824.0,88886376.0,88515984.0,91177792.0,90703680.0,90009712.0,
HIC,"Enrolment in tertiary education, all programmes, both sexes (number)",17657796.0,17754856.0,18707672.0,19549080.0,20326190.0,21544450.0,23189122.0,23491604.0,24343928.0,24528314.0,25233594.0,26096470.0,26845802.0,27515904.0,28035684.0,28252986.0,28559258.0,29129132.0,29851170.0,30702992.0,31897352.0,32935708.0,34412108.0,36217068.0,37499972.0,38226136.0,38902752.0,39282624.0,38487284.0,39848388.0,39922492.0,41136244.0,44419844.0,45922536.0,46849292.0,47783988.0,48324716.0,49014804.0,49906372.0,51271424.0,53434680.0,54677060.0,54868068.0,53923876.0,53655900.0,53512108.0,
HIC,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.26393635453073894,0.462499303720122,0.719898539369165,1.00359744486168,2.0079493957503898,3.68061278216208,6.7021150606576,10.5701490322935,15.868878851402302,22.9073035395817,30.6894004087175,36.7567907415065,45.225699388201,49.933772378187,55.0883636767408,58.7820140901371,61.473182048469496,66.8903955086149,68.9804592013582,70.1901632072113,72.2804139793796,72.8194568569125,75.5250102380012,76.8427573535915,78.4722833382787,80.01466401248359,81.9677147310856
LCN,"Enrolment in secondary education, both sexes (number)",11059700.0,11876638.0,13542402.0,14923589.0,17706628.0,19091498.0,21010000.0,22686456.0,23776714.0,35893924.0,36919840.0,37736180.0,38592820.0,39614836.0,40635628.0,29279664.0,42623884.0,43468004.0,44340708.0,45138820.0,45859280.0,46868452.0,47881884.0,48454360.0,49473228.0,50663652.0,51987596.0,52833216.0,54875664.0,54738144.0,57113116.0,57168124.0,58307856.0,56997856.0,58434628.0,58898668.0,59208296.0,59076008.0,59934848.0,60597392.0,61178508.0,61381448.0,61383376.0,64333296.0,64141980.0,,
LCN,"Enrolment in tertiary education, all programmes, both sexes (number)",1801023.5,1897241.125,2207951.75,2560138.75,3006632.75,3502976.5,3742062.5,3922093.0,4168512.25,4481550.5,4795825.5,5090308.0,5315346.5,5644659.5,6718828.5,7070421.0,6602571.5,6788798.0,7051226.5,7168115.0,7247399.5,7497683.5,7575689.5,7643061.5,7849331.5,8906210.0,8580501.0,9791872.0,10005395.0,10831392.0,11540219.0,12373187.0,13389847.0,14317194.0,15159095.0,16127906.0,17381520.0,18660016.0,20283368.0,20924170.0,21823096.0,22653000.0,23299522.0,23879564.0,24087544.0,,
LCN,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0,,0.0136850074172263,0.0299084992782325,0.0500678122517147,0.110083608028732,0.30872325630253306,0.609594647858405,1.2296632188863998,2.0524896342903602,3.90371304036598,5.65075369112733,8.88734994520372,11.287153180762699,14.4023870665381,16.629789841534702,20.752634062368898,23.7029350820608,26.500479061627498,31.034304128483,34.7096220522286,39.3464704130905,43.1840180791819,46.2618827732727,48.7691987217949,54.2797329261352,56.373113498961494
LAC,"Enrolment in secondary education, both sexes (number)",9845198.0,10606339.0,12176425.0,13485218.0,16221372.0,17599938.0,19499078.0,21137742.0,22167638.0,34250600.0,35265232.0,36066816.0,37040580.0,37862084.0,38831816.0,27427676.0,40739140.0,41553984.0,42390420.0,43213416.0,43970968.0,44703136.0,45713708.0,46569208.0,47570176.0,48731972.0,50014408.0,50821992.0,52829200.0,52627248.0,54898736.0,54889084.0,55966464.0,54589964.0,55998252.0,56446640.0,56757080.0,56680300.0,57581520.0,58303912.0,58909772.0,59158772.0,59213388.0,62035584.0,61868840.0,,
LAC,"Enrolment in tertiary education, all programmes, both sexes (number)",1456186.625,1694311.375,1971698.0,2298428.5,2736810.0,3216259.75,3457192.0,3631906.25,3860240.25,4173182.25,4465680.0,4747936.5,4946965.0,5162932.0,6224838.0,6565274.5,6077563.0,6251765.5,6501405.5,6604585.5,6673009.5,6911297.0,6959016.0,6995867.0,7189176.5,8235571.5,7883173.0,9073598.0,9254127.0,10040225.0,10748748.0,11544071.0,12519860.0,13399482.0,14222277.0,15101649.0,16355575.0,17498044.0,19048844.0,19609986.0,20383552.0,21137276.0,21724602.0,22254834.0,22433280.0,,
LAC,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0,,0.012682169505906999,0.0280733338741123,0.046649729913048,0.0988267120717374,0.283597505943008,0.566319152041577,1.1587669859472098,1.89709364652109,3.4006313274281,5.088695140366791,8.34457563738876,10.6972211195091,13.848108426658499,16.053911597311,20.1969994979702,23.1934152977353,25.9664076912132,30.5208321115205,34.196125717027805,38.753220483754504,42.5167906077747,45.620162160676,48.0766697920683,53.696384856163505,55.8056920609301
LDC,"Enrolment in secondary education, both sexes (number)",6009845.5,6133499.0,6465419.0,6785083.0,6927896.0,7235169.0,7465989.0,7782082.5,8233841.0,8809959.0,9580461.0,9657516.0,10192481.0,10897476.0,11502302.0,11709032.0,11949281.0,12348484.0,12774897.0,13157232.0,13248638.0,14359114.0,15338249.0,16342578.0,17673824.0,19280322.0,20582252.0,21760194.0,23577582.0,25046868.0,26667082.0,28358770.0,30229636.0,31526308.0,32723140.0,34179120.0,36390816.0,38080152.0,40391744.0,43460656.0,46315892.0,48761988.0,51323560.0,54022648.0,55732712.0,,
LDC,"Enrolment in tertiary education, all programmes, both sexes (number)",465960.4375,485691.71875,509536.1875,526342.0625,581800.6875,583817.4375,582075.8125,650193.0625,675023.5,793837.125,838942.25,879700.0625,952346.5625,1057757.125,1138670.375,1192768.75,1237907.5,1277256.875,1227218.25,1262365.5,1339769.875,1398690.75,1423901.375,1519905.625,1545413.5,1601664.0,1696514.875,1782101.75,1904470.125,2096796.75,2328377.5,2711024.5,2854854.75,3049963.25,3183955.25,3520748.25,3935956.5,4329940.0,4896996.5,5688510.5,6453329.5,7040936.5,7444660.0,7777624.5,7993880.0,,
LDC,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.00850552086067271,0.0210087308831024,0.0571449255602971,0.0993762784643747,0.14462102105813698,0.236191173201077,0.35548840507538704,0.5546595997290219,0.783962451771477,1.1172454099393603,1.9229900451655701,2.12236703391259,2.70537162584764,4.27147929441368,4.79993935311846,6.06008241055159,7.538075538093691,10.4673554536534,13.0243010025983,15.614896271073198
LMY,"Enrolment in secondary education, both sexes (number)",113626208.0,122719888.0,132513152.0,141301696.0,145048784.0,151414800.0,164186960.0,182413792.0,196165376.0,209947200.0,209111312.0,210165376.0,209478928.0,213863920.0,220224240.0,216944480.0,237694896.0,245587904.0,250825744.0,252901264.0,257592992.0,265495280.0,274654272.0,284371296.0,292631712.0,303958656.0,316452448.0,329427488.0,339943584.0,348169472.0,362519264.0,373507904.0,386719840.0,399285792.0,410290304.0,417417056.0,424246080.0,432883936.0,441313600.0,445634944.0,456612512.0,466131072.0,472896736.0,480054336.0,477174112.0,,
LMY,"Enrolment in tertiary education, all programmes, both sexes (number)",15327406.0,16090298.0,16905550.0,17769630.0,18856090.0,19992934.0,20844370.0,21610190.0,22607314.0,23836156.0,24850062.0,26359940.0,27526742.0,28994558.0,31318140.0,32675928.0,33283604.0,34405132.0,34325148.0,35184980.0,36007200.0,36747376.0,36991896.0,37491436.0,39195024.0,41750132.0,43915660.0,47515964.0,50507060.0,54990208.0,59798156.0,65576852.0,72377640.0,79383952.0,85577984.0,91478048.0,98615872.0,106301152.0,114296808.0,120978080.0,128096552.0,136372432.0,142078160.0,144976240.0,153720352.0,,
LMY,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0140439509402722,0.0388779588870682,0.0794828332318757,0.15785276304461301,0.361929941804841,0.723486323394473,1.4546819671122801,2.06613788876481,3.4691992612694196,4.55473401629809,5.85036463926468,6.935330861707211,8.52514122994723,11.098549813682599,13.726360202185301,16.441682049833698,20.168987447742,23.021916691626394,26.206146161121,29.0394426087332,32.4238661638954,36.070305871771104,38.97862795727529
LIC,"Enrolment in secondary education, both sexes (number)",3459294.25,3713180.0,3999300.75,4181621.75,4247692.0,4445111.5,4607242.0,4920134.0,5357773.5,5901336.0,6459295.0,6841320.0,7228426.0,7659757.5,8100160.5,8271465.5,8353974.0,8420269.0,8591882.0,8586573.0,8536044.0,8725759.0,8747400.0,8950936.0,9494812.0,10223481.0,10755355.0,11024184.0,12012305.0,12555671.0,13281070.0,14333254.0,15428155.0,16334845.0,17758124.0,19254880.0,21028776.0,22409660.0,24603514.0,26317320.0,28418784.0,30443942.0,32127540.0,33202480.0,34268972.0,35273568.0,
LIC,"Enrolment in tertiary education, all programmes, both sexes (number)",396695.3125,380919.25,396348.75,439024.09375,513895.125,602232.0625,673751.0,730439.1875,776844.6875,783195.5625,772432.375,770923.125,794093.5,818421.3125,880989.0625,949500.75,1045253.75,1095738.75,1158391.25,1213510.25,1221860.625,1253201.125,1248321.0,1227736.625,1174450.75,1125382.5,1099222.875,1089765.625,1096798.375,1117146.375,1248886.875,1372446.5,1512695.5,1669400.5,1817193.125,1983747.625,2149382.75,2363024.5,2620479.75,2971608.75,3413509.0,3707753.25,3986678.75,4164292.75,4388009.5,4447326.0,
LIC,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0032336576963607,0.0114632592970123,0.0280004611784355,0.072117145087942,0.11352208049441499,0.17300818356905498,0.258451655343462,0.421628320118289,0.6630634907965,0.9105237578410329,1.13546309358127,1.3595977556323502,1.8699478267448,2.36642899647904,3.2598434397494302,3.72486510615175,4.70901138452208,6.05554938389536,7.712589106155749,10.246685979593499,12.4974281999523
LMC,"Enrolment in secondary education, both sexes (number)",47686432.0,49077480.0,51022460.0,53019880.0,54795644.0,56992508.0,59277472.0,61713184.0,64229836.0,67334528.0,71027392.0,74277088.0,78528120.0,84285096.0,88507864.0,93039280.0,96567752.0,100142344.0,102600104.0,104514048.0,109559024.0,115153256.0,121169440.0,127270800.0,132085232.0,136403136.0,140578912.0,146536464.0,148672688.0,150159056.0,156851040.0,160880784.0,167412144.0,175905024.0,181869120.0,187088672.0,191897392.0,199496672.0,206037040.0,208929920.0,218579184.0,227701200.0,236338912.0,240849216.0,249514640.0,252802720.0,
LMC,"Enrolment in tertiary education, all programmes, both sexes (number)",6098078.0,6422627.0,6761454.5,7067762.0,7367328.5,7550834.0,7794531.5,8037780.0,8555420.0,9031576.0,9492411.0,10181760.0,10363403.0,11220393.0,12091521.0,12378474.0,12591328.0,13213715.0,12801096.0,13378818.0,13858779.0,14170638.0,14417369.0,14765930.0,15297996.0,16012711.0,17483748.0,18989048.0,20886856.0,23244298.0,25094354.0,26360328.0,28031470.0,29444304.0,31118078.0,32331542.0,34299576.0,37376560.0,41127076.0,43797200.0,47177160.0,54011000.0,57434356.0,58071196.0,61334960.0,61647864.0,
LMC,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0021115095475822397,0.0223866946881692,0.0390005368142474,0.0748423851352748,0.16037231817012,0.280821339080083,0.559819698506172,0.8743261691584671,1.60281996019384,2.1145033045981396,2.9195880326091803,3.6782979264540603,4.5877863435954405,5.83204301706442,6.88158492918763,7.9893480876819005,10.959229644287902,13.1676006752086,15.6952716534418,18.3072663778093,22.689244976318697,26.8219984225316,29.8523192711676
MEA,"Enrolment in secondary education, both sexes (number)",5099295.0,5267529.5,5967870.5,6423339.0,6930918.0,7651390.5,8413446.0,9194153.0,10246430.0,10892333.0,11510192.0,12088079.0,12821951.0,13478895.0,14207574.0,15027917.0,16126377.0,17038664.0,17816212.0,18541480.0,20352232.0,20904646.0,21508904.0,22882676.0,24799424.0,25915924.0,26999524.0,28564608.0,30136216.0,31572484.0,32723112.0,33619448.0,34426872.0,35778928.0,36405056.0,36316648.0,36278368.0,35983328.0,36164492.0,36290068.0,36274184.0,37471688.0,37650796.0,35685336.0,35294308.0,,
MEA,"Enrolment in tertiary education, all programmes, both sexes (number)",656727.3125,692875.5,782682.5,885745.5625,981723.8125,1105354.5,1257747.125,1398865.625,1504580.625,1590358.375,1721563.875,1894736.375,2055027.375,2177865.5,2323255.25,2417835.75,2576071.75,2688315.25,2798701.75,2839335.5,2967378.5,3023698.5,3267446.5,3583603.5,3850364.75,4196566.5,4684767.0,5152915.0,5621021.0,6237617.0,6546920.0,6988851.0,7375483.0,7694377.5,8381251.5,8950445.0,9478354.0,10297572.0,11220022.0,11547454.0,12312381.0,12516851.0,13342759.0,13751028.0,14332233.0,,
MEA,Internet users (per 100 people),,,,,,,,,,,,,,,,,,,,,0.00196039038588653,,,,,0.0371438535762088,0.0844233660692767,0.22774397937291702,0.487321735461687,0.918917803896499,1.69301270423432,2.0766498906854998,3.75720889498429,5.1292307395946395,8.351298094202981,9.75306816782806,11.7924022550573,15.0413603774066,18.7368378825078,21.5977033056323,24.852629196697997,27.7842212894293,31.5633752546456,35.249798244795706,40.1385077814278,44.231819271616104,47.62141675333421
MNA,"Enrolment in secondary education, both sexes (number)",4517359.5,4670795.0,5347504.5,5783332.0,6266042.0,6957159.5,7683139.0,8418553.0,9429952.0,10034085.0,10575971.0,11073871.0,11704296.0,12249906.0,12873873.0,13581683.0,14573960.0,15365723.0,16027648.0,16647309.0,18363294.0,18842530.0,19364100.0,20571964.0,22304716.0,23219808.0,24097860.0,25497078.0,26940296.0,28266892.0,29310724.0,30090640.0,30688196.0,31814006.0,32263588.0,32035620.0,31853962.0,31417864.0,31388938.0,31514918.0,31378606.0,32449124.0,32492078.0,30386876.0,29813136.0,,
